,Unnamed: 0,Username,Tweet,Polarity,Tweet_Tune,clean_tweet
193,193,JadesNotMyName,"@MeidasTouch We are a great country, but we can do better. I’m so angry at Republicans for refusing to even start the conversation about passing sensible gun laws. The days of partisan politics have to end now, or we won’t survive much longer as a nation.",0.25,1, We are a great country  but we can do better  I m so angry at Republicans for refusing to even start the conversation about passing sensible gun laws  The days of partisan politics have to end now  or we won t survive much longer as a nation 
194,194,waitnwallflower,"The GQP is a death cult. If they were really pro-life, they'd do something to end the carnage. Apparently they only care about the domestic stock of adoptable newborns they can sell through their own adoption services &amp; line their pockets by human trafficking 
#OurBlueVoice",0.1416666666666666,1,The GQP is a death cult  If they were really pro life  they d do something to end the carnage  Apparently they only care about the domestic stock of adoptable newborns they can sell through their own adoption services  amp  line their pockets by human trafficking  #OurBlueVoice
195,195,ralph_erdman,I will be demonstrating June 11 in Parkland. There are many sites with demonstrations on that date. March For Our Lives against the epidemic of gun violence. Congress must hear us.,0.5,1,I will be demonstrating June    in Parkland  There are many sites with demonstrations on that date  March For Our Lives against the epidemic of gun violence  Congress must hear us 
196,196,m_dicey,"I want you to remember a number: $442,333.

It’s the amount of money that Ted Cruz has received from the gun lobbyists including the NRA.

That’s the price for his silence and deflection. The real cost is our lives and the lives of our children.",0.2,1,I want you to remember a number             It s the amount of money that Ted Cruz has received from the gun lobbyists including the NRA   That s the price for his silence and deflection  The real cost is our lives and the lives of our children 
197,197,ihamza1435,“good guy” with gun stands there and does nothing during mass shooting of 10-year-olds,0.7,1, good guy  with gun stands there and does nothing during mass shooting of    year olds
198,198,agmarieee,"Japan's process for buying a gun requires an interview with the police about why you need a gun, a psych evaluation, 3 different permits and a background check that includes interviews of family and neighbors.",0.0,0,Japan s process for buying a gun requires an interview with the police about why you need a gun  a psych evaluation    different permits and a background check that includes interviews of family and neighbors 
199,199,lynne_kern,We have to make it harder to be a gun owner and easier to be a 4th grader.,-0.1,-1,We have to make it harder to be a gun owner and easier to be a  th grader 
200,200,Norm_berry,#BREAKING Students at Oxford High school are walking out in protest over a lack of gun control laws and to show support for the victims in Texas. @WWJ950 @FOX2News #Oxford #Uvalde #GunControlNow #GunControl https://t.co/3PM2RW3H4e,0.16,1,#BREAKING Students at Oxford High school are walking out in protest over a lack of gun control laws and to show support for the victims in Texas    #Oxford #Uvalde #GunControlNow #GunControl    t co  PM RW H e
201,201,mchalfant16,"Interesting exchange in the briefing room, as @PressSec notes that Biden has experience with gun control, having been at Obama’s side during Newtown.

“Isn’t that an indictment, not a plus?” @shearm asks, if Biden has been working on this so long with few results",0.0833333333333333,1,Interesting exchange in the briefing room  as  notes that Biden has experience with gun control  having been at Obama s side during Newtown    Isn t that an indictment  not a plus    asks  if Biden has been working on this so long with few results
202,202,TheCuriousG,"Props to the performers who have dropped out of the 
@NRA convention. Even as advocates for gun ownership, some say #EnoughIsEnough.
#thatsaplacetostart",0.0,0,Props to the performers who have dropped out of the   convention  Even as advocates for gun ownership  some say #EnoughIsEnough  #thatsaplacetostart
203,203,6to12elbow,@NMishanec @houmayor Theirs gets to be a gun-free zone though. I hate it here.,-0.8,-1,  Theirs gets to be a gun free zone though  I hate it here 
204,204,rlonghurst1,"@EliseStefanik While you’re at it, how about gun industry accountability? How many babies have they killed?",0.15,1, While you re at it  how about gun industry accountability  How many babies have they killed 
205,205,LifeNLasVegas,"@h3h3productions It's not the rifle. It's the person. This is a mental health issue, not a gun issue.",-0.1,-1, It s not the rifle  It s the person  This is a mental health issue  not a gun issue 
206,206,Cransto35116934,"@WalshFreedom What happened to all the ""good guys"" with a gun to thwart ""bad guys"" with a gun??? Didn't work so well did it in real life? Just like all of the foolish theories about how the ""the problem isn't guns...""  Same BS.",0.05,1, What happened to all the  good guys  with a gun to thwart  bad guys  with a gun    Didn t work so well did it in real life  Just like all of the foolish theories about how the  the problem isn t guns      Same BS 
207,207,BeantownBop,"Every gun that is made, every warship launched, every rocket fired signifies, in the final sense, a theft from those who hunger and are not fed, those who are cold and are not clothed.

--Dwight D. Eisenhower, 1953",-0.3,-1,Every gun that is made  every warship launched  every rocket fired signifies  in the final sense  a theft from those who hunger and are not fed  those who are cold and are not clothed     Dwight D  Eisenhower      
208,208,JusPlainTalk101,Senate GOP failed America by choosing guns over lives.,-0.5,-1,Senate GOP failed America by choosing guns over lives 
209,209,Irv1906,@Timodc Here comes the militarization of schools. AI hidden auto guns and RoboCops walking inside &amp; outside the fences…all because we refuse to fix this with tough gun background checks &amp; other sound legislation.,-0.0561111111111111,-1, Here comes the militarization of schools  AI hidden auto guns and RoboCops walking inside  amp  outside the fences all because we refuse to fix this with tough gun background checks  amp  other sound legislation 
210,210,Mellowcoconut10,"congratulations America, I didn’t think you could outdo yourself but “cops threatening to stun gun Latino parents as their little kids were murdered” is a new zenith in Bipartisan National Death Drive",-0.0255681818181818,-1,congratulations America  I didn t think you could outdo yourself but  cops threatening to stun gun Latino parents as their little kids were murdered  is a new zenith in Bipartisan National Death Drive
211,211,AdrianaCothran,Uvalde Shooter Fired Gun For 12 Minutes Outside School Before Entering https://t.co/lWoc0wAkmw,0.0,0,Uvalde Shooter Fired Gun For    Minutes Outside School Before Entering    t co lWoc wAkmw
212,212,MrsLGD,"BREAKING: Senate Republicans just blocked the Domestic Terrorism Prevention Act, which would have opened debate on gun reform measures.",0.0,0,BREAKING  Senate Republicans just blocked the Domestic Terrorism Prevention Act  which would have opened debate on gun reform measures 
213,213,DonnaleeMystuff,"Cruz is a frelling backwoods, soulless piece of gator poop.",0.0,0,Cruz is a frelling backwoods  soulless piece of gator poop 
214,214,QCDrifter,"If the gun protectors in Congress are voted out, things may change. If they retain their seats, nothing will change.
Pretty simple.",0.125,1,If the gun protectors in Congress are voted out  things may change  If they retain their seats  nothing will change  Pretty simple 
215,215,KenNoyesToo,"@kylegriffin1 The Texas Shooting was a FBI operation the same as the Supreme Court leak to bring Abortion &amp; Gun Control to the forefront before the midterm election. The democrats would destroy our institutions or children to maintain power, they are that evil.",-0.3999999999999999,-1, The Texas Shooting was a FBI operation the same as the Supreme Court leak to bring Abortion  amp  Gun Control to the forefront before the midterm election  The democrats would destroy our institutions or children to maintain power  they are that evil 
216,216,musicislife7621,Says the Attorney General whose Department of Justice and ATF purposely sent thousands of “assault weapons” to Mexican cartels who used them to murder thousands.,0.025,1,Says the Attorney General whose Department of Justice and ATF purposely sent thousands of  assault weapons  to Mexican cartels who used them to murder thousands 
217,217,jan0sfs,"Johns Hopkins says that gun violence is a ""Public Health Issue.""  So if the WHO takes over ""Public Health"" this could mean that it's not a Constitutional Right to have a firearm.  You see where this is heading, don't you?",-0.0066964285714285,-1,Johns Hopkins says that gun violence is a  Public Health Issue    So if the WHO takes over  Public Health  this could mean that it s not a Constitutional Right to have a firearm   You see where this is heading  don t you 
218,218,Peterlag2,"The party of open borders, defunding the police, no cash bail, and releasing thousands of violent criminals early - want you to know they’re really concerned about gun crimes now.",-0.125,-1,The party of open borders  defunding the police  no cash bail  and releasing thousands of violent criminals early   want you to know they re really concerned about gun crimes now 
219,219,MikeEvery78,"@MsDrifyourNasty @JillyMQ @adamcbest And I can compare it to a body... I have had a gun pointed at me by some crazy guy, luckily I was able to drive off. I've had a knife held to my throat by someone that I thought was a friend, I've had a hammer held to my temple when I 12 because kids want my raiders hat.",0.0777777777777777,1,   And I can compare it to a body    I have had a gun pointed at me by some crazy guy  luckily I was able to drive off  I ve had a knife held to my throat by someone that I thought was a friend  I ve had a hammer held to my temple when I    because kids want my raiders hat 
220,220,lone_slayer,"Can we not shame a man that *just* lost his kid?

Especially seeing the reason is he thinks it's justified to defend yourself from an angry mob?

Can we please not be this fucking heartless?",-0.175,-1,Can we not shame a man that  just  lost his kid   Especially seeing the reason is he thinks it s justified to defend yourself from an angry mob   Can we please not be this fucking heartless 
221,221,schfinkes,"Ted Cruz walking out of this Sky News interview is the fucking Republican Playbook! Make the important topic being discussed about another topic and get angry and walk away. Ted needs to keep his A+ NRA rating.. and he's got important books to ban!

#AbbottCruzMassacre #Cowards",-0.0875,-1,Ted Cruz walking out of this Sky News interview is the fucking Republican Playbook  Make the important topic being discussed about another topic and get angry and walk away  Ted needs to keep his A  NRA rating   and he s got important books to ban   #AbbottCruzMassacre #Cowards
222,222,dallascoots22,"2-day Twitter outrage doesn’t cut it. When you step into the voting booth this fall, VOTE GUN CONTROL.",0.0,0,  day Twitter outrage doesn t cut it  When you step into the voting booth this fall  VOTE GUN CONTROL 
223,223,GrayTalentGroup,"Highway to the Danger Zone! The wait is over and you can finally catch our Stephanie Andres Barron in Top Gun: Maverick in theaters this week! 
#TopGun #TopGunMaverick https://t.co/FBo6Wd4Ebm",0.3125,1,Highway to the Danger Zone  The wait is over and you can finally catch our Stephanie Andres Barron in Top Gun  Maverick in theaters this week   #TopGun #TopGunMaverick    t co FBo Wd Ebm
224,224,TammieT18,"I've never been more furious.

Now, I just need about 100 million voters as pissed-off as I am and we can save this nation from the wall-builders, gun-lovers, and woman-haters.

Are you there?",0.5,1,I ve never been more furious   Now  I just need about     million voters as pissed off as I am and we can save this nation from the wall builders  gun lovers  and woman haters   Are you there 
225,225,realdealhom10,Top Gun Maverick tmr is going to be so epic. Can't wait! https://t.co/yfzLnEQUNO,0.3125,1,Top Gun Maverick tmr is going to be so epic  Can t wait     t co yfzLnEQUNO
226,226,akhilnayak007,"@DaveLeeFT Shooter bought 2 AR15s day after turned 18, hundreds rounds ammunition, military grade tactical protective gear. And the gun dealer didn't bother to alert local police, just pocketed the money and went home.",-0.05,-1, Shooter bought   AR  s day after turned     hundreds rounds ammunition  military grade tactical protective gear  And the gun dealer didn t bother to alert local police  just pocketed the money and went home 
227,227,notkeykku,"Breaking:

WASHINGTON (AP) -- Senate GOP blocks domestic terrorism bill that would have opened debate on gun measures after Texas school shooting.",0.0,0,Breaking   WASHINGTON  AP     Senate GOP blocks domestic terrorism bill that would have opened debate on gun measures after Texas school shooting 
228,228,champagneevane,Why do I think gun control could work? Because fuckin grenade control works.,0.0,0,Why do I think gun control could work  Because fuckin grenade control works 
229,229,LandesOne,"Screw gun control. 

No life and liberty loving American is going to surrender their right to self-defense in this toxic, tyrannical political environment. 

You'd have to be a fool or a Democrat voter to do so. https://t.co/02PNAgmIny",0.2214285714285714,1,Screw gun control    No life and liberty loving American is going to surrender their right to self defense in this toxic  tyrannical political environment    You d have to be a fool or a Democrat voter to do so     t co   PNAgmIny
230,230,oepepper,@1termDesantis @Iweyer2 @sandibachom Even law enforcement officers are aware of how dangerous these weapons are and how deadly. They know in their hearts no one should have these damn things but they support the gun nuts anyway. I don't get it.,-0.1833333333333333,-1,   Even law enforcement officers are aware of how dangerous these weapons are and how deadly  They know in their hearts no one should have these damn things but they support the gun nuts anyway  I don t get it 
231,231,CoolJewel_5,"@VickiTidwell4 @TomiLahren And you lefties fail to realize one thing… every time you cry “gun control”, gun sales skyrocket!! EVERY TIME! I know because I buy myself a new gun and ammo every time I hear a threat to my constitutional right to bear arms. And I’ve yet to kill anyone.",-0.1848281926406926,-1,  And you lefties fail to realize one thing  every time you cry  gun control   gun sales skyrocket   EVERY TIME  I know because I buy myself a new gun and ammo every time I hear a threat to my constitutional right to bear arms  And I ve yet to kill anyone 
232,232,danmorris63,"A National Rifle Association gun law event billed as the 'largest gathering of Second Amendment attorneys in the country' is scheduled to take place Friday in Houston, four days after a mass shooting at an elementary school in Uvalde, Texas https://t.co/zFFTX6QG15 1/8",0.15,1,A National Rifle Association gun law event billed as the  largest gathering of Second Amendment attorneys in the country  is scheduled to take place Friday in Houston  four days after a mass shooting at an elementary school in Uvalde  Texas    t co zFFTX QG      
233,233,Sandraljones9,"We all know teachers don't get paid half of what they are worth, so let's arm them, and give them the added responsibility of having to shoot it out with some asshole that has a machine gun and body armor??",0.0666666666666666,1,We all know teachers don t get paid half of what they are worth  so let s arm them  and give them the added responsibility of having to shoot it out with some asshole that has a machine gun and body armor  
234,234,dbble5,"The American people have had enough. Don’t compromise. Don’t move on or back down. Make them vote on reasonable gun measures. Let them hear from their constituents. If they vote against, let them hear from the voters. Take sane gun policy and reproductive rights to the midterms.",0.0088888888888888,1,The American people have had enough  Don t compromise  Don t move on or back down  Make them vote on reasonable gun measures  Let them hear from their constituents  If they vote against  let them hear from the voters  Take sane gun policy and reproductive rights to the midterms 
235,235,MorganAngelo176,"@PilotAlto @TRHLofficial and if anyone dare to substitute voting right as in gun ownership, they would be stoned to death while the mob chant facists. 

I do agree education is a way to improve general public's intelligence, unfortunately education aren't doing much good for some folks out there irl.",0.1071428571428571,1,  and if anyone dare to substitute voting right as in gun ownership  they would be stoned to death while the mob chant facists    I do agree education is a way to improve general public s intelligence  unfortunately education aren t doing much good for some folks out there irl 
236,236,ChristinaLesyk,"Ted Cruz walking out of this Sky News interview is the fucking Republican Playbook! Make the important topic being discussed about another topic and get angry and walk away. Ted needs to keep his A+ NRA rating.. and he's got important books to ban!

#AbbottCruzMassacre #Cowards",-0.0875,-1,Ted Cruz walking out of this Sky News interview is the fucking Republican Playbook  Make the important topic being discussed about another topic and get angry and walk away  Ted needs to keep his A  NRA rating   and he s got important books to ban   #AbbottCruzMassacre #Cowards
237,237,normalameriguy,There's no compromise to be had on gun laws that will prevent a troubled 18 year old with no record from buying a semi-automatic firearm.,-0.2,-1,There s no compromise to be had on gun laws that will prevent a troubled    year old with no record from buying a semi automatic firearm 
238,238,DutchiesDevil,"Whenever you hear pro-child killing machine republicans talk about how “mental health” is the problem, remind them that one of the first laws trump signed when he took office made it easier for people with mental health issues to buy a gun

 #AbbottCruzMassacre",0.0166666666666666,1,Whenever you hear pro child killing machine republicans talk about how  mental health  is the problem  remind them that one of the first laws trump signed when he took office made it easier for people with mental health issues to buy a gun   #AbbottCruzMassacre
239,239,slayer12777,Hence the gun grab distraction,0.0,0,Hence the gun grab distraction
240,240,seeaychwyenenay,"a list of people who will be disarmed/targeted by gun control:

- yo Black ass
- my Black ass
- poor people
- revolutionaries
- Black &amp; Brown folks
- anti-imperialists",-0.225,-1,a list of people who will be disarmed targeted by gun control     yo Black ass   my Black ass   poor people   revolutionaries   Black  amp  Brown folks   anti imperialists
241,241,OGNurseRatchet,#NRAWhoresNotDoors are the problem.,0.0,0,#NRAWhoresNotDoors are the problem 
242,242,notpettyheaux,"op wasn't saying he deserved to lose his little girl (and the ones that are saying that are fucking freaks), they were pointing out that gun violence is something a lot of people are unsympathetic about til it affects them personally, like antivaxxers losing a loved one to covid",-0.021875,-1,op wasn t saying he deserved to lose his little girl  and the ones that are saying that are fucking freaks   they were pointing out that gun violence is something a lot of people are unsympathetic about til it affects them personally  like antivaxxers losing a loved one to covid
243,243,fabfashionista8,@BillPascrell When is the Senate voting on gun control. When is Congress voting on gun control? How many Democrats in Washington DC oppose gun control? Who are they? Why won't Schumer allow a vote on gun control?,0.5,1, When is the Senate voting on gun control  When is Congress voting on gun control  How many Democrats in Washington DC oppose gun control  Who are they  Why won t Schumer allow a vote on gun control 
244,244,LouHarry,"Wow. The PA announcer at the Heat-Celtics game, after the obligatory moment of silence for the shooting victims, urged people to call Congress and demand common sense gun legislation. Crowd roared in approval. Thanks @NBA.",-0.1,-1,Wow  The PA announcer at the Heat Celtics game  after the obligatory moment of silence for the shooting victims  urged people to call Congress and demand common sense gun legislation  Crowd roared in approval  Thanks  
245,245,wavvyraay,"listen, there are responsible gun owners who just enjoying hunting and I want to make it clear that I don’t care at all and they can find literally any other hobby",0.1687499999999999,1,listen  there are responsible gun owners who just enjoying hunting and I want to make it clear that I don t care at all and they can find literally any other hobby
246,246,SqueezerusTV,Ah nuts https://t.co/pRgsyYGrH2,0.0,0,Ah nuts    t co pRgsyYGrH 
247,247,jengrimes8,The definition of insanity is doing the same thing over and over and getting the same results. These people in office keep doing the same thing over again and they keep expecting different results but they cont. getting the same results. Maybe they should try something different,0.0,0,The definition of insanity is doing the same thing over and over and getting the same results  These people in office keep doing the same thing over again and they keep expecting different results but they cont  getting the same results  Maybe they should try something different
248,248,SouthpawSBagger,"@spacedrivefilms @blind_mowing @UPP_Polls Do you know why? 
I can go to Wisconsin, Indiana and Iowa and purchase a gun in 30 minutes. That is why marijuana sales a through the roof..they come here and take it back to their state.

Look at Hawaii. Strict guns laws...can't bring guns in there...gun violence lowest in US.",0.0,0,   Do you know why   I can go to Wisconsin  Indiana and Iowa and purchase a gun in    minutes  That is why marijuana sales a through the roof  they come here and take it back to their state   Look at Hawaii  Strict guns laws   can t bring guns in there   gun violence lowest in US 
249,249,DynoSauR4Truth,Criminals love strict gun laws.,0.5,1,Criminals love strict gun laws 
250,250,jegregg99,"I want you to remember a number: $442,333.

It’s the amount of money that Ted Cruz has received from the gun lobbyists including the NRA.

That’s the price for his silence and deflection. The real cost is our lives and the lives of our children.",0.2,1,I want you to remember a number             It s the amount of money that Ted Cruz has received from the gun lobbyists including the NRA   That s the price for his silence and deflection  The real cost is our lives and the lives of our children 
251,251,DEAdkins3,"mid-Missouri friends: Join us in Jeff City for this Candlelight Vigil; I'll be there on behalf of @MomsDemand. We won't accept a country where gunfire can ring out at any moment. We honor the victims with our action, standing against hate and gun violence: https://t.co/IzatP52MR7 https://t.co/LfTyRMoQeo",-0.35,-1,mid Missouri friends  Join us in Jeff City for this Candlelight Vigil  I ll be there on behalf of   We won t accept a country where gunfire can ring out at any moment  We honor the victims with our action  standing against hate and gun violence     t co IzatP  MR     t co LfTyRMoQeo
252,252,Truth_Hz_Donut,@benshapiro Buildings have to have more than 1 entrance in order to avoid tragedies like the triangle factory fire.  It is a boneheaded idea for a school.  We are the only country where this happens because our gun laws are terribly irresponsible.,-0.1666666666666666,-1, Buildings have to have more than   entrance in order to avoid tragedies like the triangle factory fire   It is a boneheaded idea for a school   We are the only country where this happens because our gun laws are terribly irresponsible 
253,253,Daddystix1,"@TheBrandonMorse @BetoORourke Even before I reviewed your background I was able to clearly ID you as a GOP mindless venom spewed cockroach 🪳. Tell me something, if you had a child murdered because your country lacked the intellect to create common sense gun control, would you be so bold in your commentary?",0.0866666666666666,1,  Even before I reviewed your background I was able to clearly ID you as a GOP mindless venom spewed cockroach    Tell me something  if you had a child murdered because your country lacked the intellect to create common sense gun control  would you be so bold in your commentary 
254,254,Ahbseen56,"MY GOD, that video of the parents BEGGING police, you can still hear the fuqqing gun shots.

MY GOD I AM PISSED THE FUQQ OFF.",0.0,0,MY GOD  that video of the parents BEGGING police  you can still hear the fuqqing gun shots   MY GOD I AM PISSED THE FUQQ OFF 
255,255,dannielled1500,HAPPENING NOW: Students at Whitefish Bay High School are participating in a walkout protesting gun violence in schools. @CBS58 https://t.co/HaeOldRQCC,0.16,1,HAPPENING NOW  Students at Whitefish Bay High School are participating in a walkout protesting gun violence in schools      t co HaeOldRQCC
256,256,DianaBo89025068,THIS!,0.0,0,THIS 
257,257,tortoise234,"@AaronBlakeLail @Randy_Galloway @ktfuntweets So I could have a nuclear missile as an ""arm"", or bring a gun to the airport?",0.0,0,   So I could have a nuclear missile as an  arm   or bring a gun to the airport 
258,258,PaHouseDems,"Democrats call for action to prevent school shootings. 

Republicans say words, and vote down any gun safety laws. 

https://t.co/6Q1vGV5qBW",-0.0277777777777777,-1,Democrats call for action to prevent school shootings    Republicans say words  and vote down any gun safety laws       t co  Q vGV qBW
259,259,EddieProChoice1,@jaketapper States with tough gun control laws have half the deaths of states that have lenient gun laws. Also it is ridiculous for Governor Abbott to refer to gun deaths in Chicago and other places when Indiana is nearby and has lax gun laws https://t.co/5sFtS29teb,-0.1027777777777777,-1, States with tough gun control laws have half the deaths of states that have lenient gun laws  Also it is ridiculous for Governor Abbott to refer to gun deaths in Chicago and other places when Indiana is nearby and has lax gun laws    t co  sFtS  teb
260,260,USminofpeace,@LilAyrc @RyanTwittwem @valerielouredaa This is literally the shit we have to contend with every fucking day when Mongoloids like you that don’t know a fucking thing want to open your mouth about gun laws. Take the average person and try to make any of this shit makes sense to them.,-0.2916666666666666,-1,   This is literally the shit we have to contend with every fucking day when Mongoloids like you that don t know a fucking thing want to open your mouth about gun laws  Take the average person and try to make any of this shit makes sense to them 
261,261,LynnBle10837201,BREAKING: Republicans just blocked a bill that would have opened debate on gun reform measures and domestic terrorism prevention in the Senate.,0.0,0,BREAKING  Republicans just blocked a bill that would have opened debate on gun reform measures and domestic terrorism prevention in the Senate 
262,262,otdderamin,Ten days ago it took the Senate less than an hour to unanimously pass a bill extending security protection to the family members of Supreme Court justices from protesters with cardboard signs,-0.0833333333333333,-1,Ten days ago it took the Senate less than an hour to unanimously pass a bill extending security protection to the family members of Supreme Court justices from protesters with cardboard signs
263,263,RP72880,Sad. The NRA and responsible gun owners had nothing to do with Uvalde.,-0.15,-1,Sad  The NRA and responsible gun owners had nothing to do with Uvalde 
264,264,Jyor_305,Ted Cruz wants door control. Democrats want gun control. Vote accordingly.,0.2,1,Ted Cruz wants door control  Democrats want gun control  Vote accordingly 
265,265,time_sensative,"@JohnCornyn @WSJopinion What are ""cultural guardrails"", because the only thing mentioned were ""churches and other social clubs""?  Though there are a ton of churches that scream from the pulpit about ""enemies"" and they have gun blessing ceremonies so...",0.0020833333333333,1,  What are  cultural guardrails   because the only thing mentioned were  churches and other social clubs    Though there are a ton of churches that scream from the pulpit about  enemies  and they have gun blessing ceremonies so   
266,266,LeMeph,"@redcommander27 @NuanceBro "" straw purchased, stolen or resold from other states."" - Those are illegal/black market methods that not every person has. It is estimated that about 80% of gun crimes are committed by people who own or obtained the firearm illegally.",-0.0083333333333333,-1,    straw purchased  stolen or resold from other states     Those are illegal black market methods that not every person has  It is estimated that about     of gun crimes are committed by people who own or obtained the firearm illegally 
267,267,JFein13,"If the gun protectors in Congress are voted out, things may change. If they retain their seats, nothing will change.
Pretty simple.",0.125,1,If the gun protectors in Congress are voted out  things may change  If they retain their seats  nothing will change  Pretty simple 
268,268,JDub9911,"BREAKING: Senate Republicans just blocked the Domestic Terrorism Prevention Act, which would have opened debate on gun reform measures.",0.0,0,BREAKING  Senate Republicans just blocked the Domestic Terrorism Prevention Act  which would have opened debate on gun reform measures 
269,269,kkadafi191,"If America wasn't willing to challenge the gun lobby after white kids were killed at Sandy Hook and rich kids were killed at Parkland, what makes you think anything will change after Black grandparents are killed in Buffalo and Latin children are killed in Texas?",-0.0427083333333333,-1,If America wasn t willing to challenge the gun lobby after white kids were killed at Sandy Hook and rich kids were killed at Parkland  what makes you think anything will change after Black grandparents are killed in Buffalo and Latin children are killed in Texas 
270,270,N0trealnow,@leslibless I didn’t even know you could finance a gun… learned something new right there.,0.211038961038961,1, I didn t even know you could finance a gun  learned something new right there 
271,271,wendy_dorian,You know why the GOP is resorting to blaming doors? They’re cornered and scrambling for a message after all of their talking points were destroyed. “Good guy with a gun” narrative collapsed. “We need more police” narrative collapsed. There is no way around it. This is about guns.,0.6,1,You know why the GOP is resorting to blaming doors  They re cornered and scrambling for a message after all of their talking points were destroyed   Good guy with a gun  narrative collapsed   We need more police  narrative collapsed  There is no way around it  This is about guns 
272,272,Zinnia1111,@KM_PGH @Dave26617230 @DavidLat There’s literally nothing well regulated about our gun ownership 😹,0.0,0,   There s literally nothing well regulated about our gun ownership  
273,273,Adlamassoud,"""Why only in America?""

US Senator Ted Cruz walks away from @Stone_SkyNews after being asked if ""this is the moment to reform gun laws"" 

https://t.co/d2oBaP4KvW

#TedCruz #America #Texasshooting #gunlaws https://t.co/gL4TYeg04t",0.0,0, Why only in America    US Senator Ted Cruz walks away from  after being asked if  this is the moment to reform gun laws       t co d oBaP KvW  #TedCruz #America #Texasshooting #gunlaws    t co gL TYeg  t
274,274,jmsirianni,"BREAKING: Senate Republicans just blocked the Domestic Terrorism Prevention Act, which would have opened debate on gun reform measures.",0.0,0,BREAKING  Senate Republicans just blocked the Domestic Terrorism Prevention Act  which would have opened debate on gun reform measures 
275,275,N_J_Rose,"https://t.co/p3zU6Fr45m

He fought with his grandma over who would pay the cell phone bill then shot her in the face with one of his two $2500+ rifles with optics. ""Nothing to see here...now go argue amongst your friends about gun control while we disarm you"" - US Gov't",0.0,0,   t co p zU Fr  m  He fought with his grandma over who would pay the cell phone bill then shot her in the face with one of his two        rifles with optics   Nothing to see here   now go argue amongst your friends about gun control while we disarm you    US Gov t
276,276,ZalmanGelbman,"Interesting exchange in the briefing room, as @PressSec notes that Biden has experience with gun control, having been at Obama’s side during Newtown.

“Isn’t that an indictment, not a plus?” @shearm asks, if Biden has been working on this so long with few results",0.0833333333333333,1,Interesting exchange in the briefing room  as  notes that Biden has experience with gun control  having been at Obama s side during Newtown    Isn t that an indictment  not a plus    asks  if Biden has been working on this so long with few results
277,277,groove2theblues,"In the words of Emma, ""We call BS""",0.0,0,In the words of Emma   We call BS 
278,278,VickieW47132882,"Students across the country are participating in walkouts protesting gun violence in schools.

Keep using your voice. We must demand action.",0.1,1,Students across the country are participating in walkouts protesting gun violence in schools   Keep using your voice  We must demand action 
279,279,Michael73612394,"The shooting at Oxford happened SIX MONTHS ago. The GOP has blocked every single bill we’ve put up to address gun violence.

Kids are demanding that the adults DO THEIR JOBS. Inaction is a choice. A deadly, horrific, callous choice.",-0.5357142857142857,-1,The shooting at Oxford happened SIX MONTHS ago  The GOP has blocked every single bill we ve put up to address gun violence   Kids are demanding that the adults DO THEIR JOBS  Inaction is a choice  A deadly  horrific  callous choice 
280,280,cowboyisdeaf,"@NBCNews Vehicle &amp; Guns KILLs people
Congress force vehicle manufacturer to put in safety issue in vehicle but never have force gun manufacturer to do the same-only to try take away the guns-the technology is there.
https://t.co/6Ch0hxmJaY (https://t.co/nVlBoAQOh7)",0.0,0, Vehicle  amp  Guns KILLs people Congress force vehicle manufacturer to put in safety issue in vehicle but never have force gun manufacturer to do the same only to try take away the guns the technology is there     t co  Ch hxmJaY     t co nVlBoAQOh  
281,281,LuluDezzy,"Bullshit.
Countries like Australia that have imposed strict gun control cut the instance of gun murders by 70%.",0.0,0,Bullshit  Countries like Australia that have imposed strict gun control cut the instance of gun murders by     
282,282,coeurdelion80,"@PaulStanleyLive I mean, if we can (and do) prevent gun violence in courthouses and airports, why won't we do the same for schools?! #simple",-0.1041666666666666,-1, I mean  if we can  and do  prevent gun violence in courthouses and airports  why won t we do the same for schools   #simple
283,283,libProject,"I’ve posted bad takes I know what a bad take looks like. This is truly the worst I’ve seen from a prominent “world leader.” He shoves aside dead children to celebrate an armed robber who put a gun on a pregnant woman’s body, and then does anti-police agitprop. There’s no bottom.",-0.2944444444444444,-1,I ve posted bad takes I know what a bad take looks like  This is truly the worst I ve seen from a prominent  world leader   He shoves aside dead children to celebrate an armed robber who put a gun on a pregnant woman s body  and then does anti police agitprop  There s no bottom 
284,284,iCobalt1,Shorter: your rights were violated in the past for a multitude of reasons. Why are you making such a big deal about it now? -NYCVaJayJay,-0.0833333333333333,-1,Shorter  your rights were violated in the past for a multitude of reasons  Why are you making such a big deal about it now   NYCVaJayJay
285,285,hobbitmuse,"The community people... parents, and students in the Uvalde school community are 80% Hispanic, and most police, too.  Why does the unscientific idea of ""race"" or skin color factor into any of this?  It is A HORRIBLE TRAGEDY.  Damn weak gun control laws are to blame.",-0.2916666666666667,-1,The community people    parents  and students in the Uvalde school community are     Hispanic  and most police  too   Why does the unscientific idea of  race  or skin color factor into any of this   It is A HORRIBLE TRAGEDY   Damn weak gun control laws are to blame 
286,286,Mearcwine,"Oxford High School's students are showing more courage right now than many of my colleagues in the U.S. Senate and the Republicans in the Michigan Senate, who just blocked debate on safe gun storage bills yesterday. 1/10",0.3891428571428571,1,Oxford High School s students are showing more courage right now than many of my colleagues in the U S  Senate and the Republicans in the Michigan Senate  who just blocked debate on safe gun storage bills yesterday      
